Source,Filter_ID,PCR_ID,Ecoregion,Country,Site_names,Common_MPA,MPA_Identi,Transect_ID,decimalLatitude,decimalLongitude,decimalLatitude_end,decimalLongitude_end,start_time,Date_Collection,Zone,Method,duration,filtr,vlm_f,EVE,EVS,Region,Projet
ACTNOW,DAR-2024-0333,CR02,Adriatic Sea,Croatia,ma_hr_kornat_2024_NTZ,Kornati National Park,80001,80001.1,43.7047347,15.53799994,43.70859825,15.53122695,13:18:00,11/09/2024,NTZ,surface_boat_transect,30,0.45,30,EVE2310,EVS1733,Med,ACTNOW
ACTNOW,DAR-2024-0334,CR03,Adriatic Sea,Croatia,ma_hr_kornat_2024_Buffer,Kornati National Park,80001,80001.2,43.71577769,15.60130762,43.72652463,15.58551662,12:22:00,11/09/2024,Buffer,surface_boat_transect,30,0.45,30,EVE2311,EVS1734,Med,ACTNOW
ACTNOW,DAR-2024-0337,CR04,Adriatic Sea,Croatia,ma_hr_kornat_2024_Buffer,Kornati National Park,80001,80001.2,43.71577769,15.60130762,43.72652463,15.58551662,12:22:00,11/09/2024,Buffer,surface_boat_transect,30,0.45,30,EVE2312,EVS1735,Med,ACTNOW
ACTNOW,DAR-2024-0335,CR05,Adriatic Sea,Croatia,ma_hr_kornat_2024_Outside,Kornati National Park,80001,80001.3,43.67714298,15.67812039,43.67064717,15.69200207,11:17:00,11/09/2024,Outside,surface_boat_transect,30,0.45,27,EVE2313,EVS1736,Med,ACTNOW
ACTNOW,DAR-2024-0332,CR06,Adriatic Sea,Croatia,ma_hr_kornat_2024_Outside,Kornati National Park,80001,80001.3,43.67714298,15.67812039,43.67064717,15.69200207,11:17:00,11/09/2024,Outside,surface_boat_transect,30,0.45,27,EVE2314,EVS1737,Med,ACTNOW
ACTNOW,DAR-2024-0341,CR07,Adriatic Sea,Croatia,ma_hr_telasc_2024_NTZ,Parc Telascica,80002,80002.1,43.88220993,15.1661151,43.89171308,15.15335927,10:30:00,10/09/2024,NTZ,surface_boat_transect,30,0.45,30,EVE2315,EVS1738,Med,ACTNOW
ACTNOW,DAR-2024-0342,CR08,Adriatic Sea,Croatia,ma_hr_telasc_2024_NTZ,Parc Telascica,80002,80002.1,43.88220993,15.1661151,43.89171308,15.15335927,10:30:00,10/09/2024,NTZ,surface_boat_transect,30,0.45,30,EVE2316,EVS1739,Med,ACTNOW
ACTNOW,DAR-2024-0343,CR09,Adriatic Sea,Croatia,ma_hr_telasc_2024_Buffer,Parc Telascica,80002,80002.2,43.97903658,15.05269035,43.96982437,15.06081216,13:35:00,10/09/2024,Buffer,surface_boat_transect,30,0.45,30,EVE2317,EVS1740,Med,ACTNOW
ACTNOW,DAR-2024-0340,CR10,Adriatic Sea,Croatia,ma_hr_telasc_2024_Buffer,Parc Telascica,80002,80002.2,43.97903658,15.05269035,43.96982437,15.06081216,13:35:00,10/09/2024,Buffer,surface_boat_transect,30,0.45,30,EVE2318,EVS1741,Med,ACTNOW
ACTNOW,DAR-2024-0339,CR11,Adriatic Sea,Croatia,ma_hr_telasc_2024_Outside,Parc Telascica,80002,80002.3,44.01541597,15.01781476,44.00433392,15.03081978,12:00:00,10/09/2024,Outside,surface_boat_transect,30,0.45,30,EVE2319,EVS1742,Med,ACTNOW
ACTNOW,DAR-2024-0338,CR12,Adriatic Sea,Croatia,ma_hr_telasc_2024_Outside,Parc Telascica,80002,80002.3,44.01541597,15.01781476,44.00433392,15.03081978,12:00:00,10/09/2024,Outside,surface_boat_transect,30,0.45,30,EVE2320,EVS1743,Med,ACTNOW
ACTNOW,Blank_PCR,IS08,Levantine Sea,Israel,ma_il_evtah_2024,Yam Evtah,10001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACTNOW,Blank_PCR,CY29,Levantine Sea,Cyprus,ma_cy_2023,Amathounta,20001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACTNOW,Blank_PCR,CY29,Levantine Sea,Cyprus,ma_cy_2023,Capo Greco,20002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACTNOW,Blank_PCR,CY29,Levantine Sea,Cyprus,ma_cy_2023,Kakoskali,20003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACTNOW,Blank_PCR,GR15,Aegean Sea,Greece,ma_gr_2024,Voreia Karpathos,30001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACTNOW,Blank_PCR,GR15,Aegean Sea,Greece,ma_gr_2024,Gyaros,30002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACTNOW,Blank_PCR,MA15,Ionian Sea,Malta,ma_mt_amarre_2023,MT0000105,40001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACTNOW,Blank_PCR,MA15,Ionian Sea,Malta,ma_mt_amarre_2023,MT0000102,40002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACTNOW,Blank_PCR,SP23,Alboran Sea,Spain,ma_es_2023,Maro-Cerro Gordo,50001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACTNOW,Blank_PCR,SP23,Alboran Sea,Spain,ma_es_2023,Cabo de Gata-Nijar,50002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACTNOW,Blank_PCR,SP23,Western Mediterranean,Spain,ma_es_2023,Cabo de Palos-Islas Hormigas,50003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACTNOW,Blank_PCR,IT21,Ionian Sea,Italy,ma_it_2023,Porto Cesareo,70001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACTNOW,Blank_PCR,IT21,Adriatic Sea,Italy,ma_it_2023,Torre Guaceto,70002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACTNOW,Blank_PCR,CR14,Adriatic Sea,Croatia,ma_hr_2024,Kornati National Park,80001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACTNOW,Blank_PCR,CR14,Adriatic Sea,Croatia,ma_hr_2024,Parc Telascica,80002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACTNOW,Blank_Extraction,IS07,Levantine Sea,Israel,ma_il_evtah_2024,Yam Evtah,10001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EVE2229,NA,NA,NA
SPYGEN,SPY2401247,SPY2401247,Western Mediterranean,Italy,NA,Capo Gallo - Isola Delle Femmine,70003,70003.1,38.21073,13.23165,38.21445,13.2366,NA,16/09/2024,NTZ,dive_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY2401242,SPY2401242,Western Mediterranean,Italy,NA,Capo Gallo - Isola Delle Femmine,70003,70003.1,38.21073,13.23165,38.21445,13.2366,NA,16/09/2024,NTZ,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY2401240,SPY2401240,Western Mediterranean,Italy,NA,Capo Gallo - Isola Delle Femmine,70003,70003.1,38.21073,13.23165,38.21445,13.2366,NA,16/09/2024,NTZ,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY2401234,SPY2401234,Western Mediterranean,Italy,NA,Capo Gallo - Isola Delle Femmine,70003,70003.1,38.21073,13.23165,38.21445,13.2366,NA,16/09/2024,NTZ,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY2401233,SPY2401233,Western Mediterranean,Italy,NA,Capo Gallo - Isola Delle Femmine,70003,70003.1,38.21073,13.23165,38.21445,13.2366,NA,16/09/2024,NTZ,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY2401229,SPY2401229,Western Mediterranean,Italy,NA,Capo Gallo - Isola Delle Femmine,70003,70003.1,38.21073,13.23165,38.21445,13.2366,NA,16/09/2024,NTZ,dive_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY2401228,SPY2401228,Western Mediterranean,Italy,NA,Capo Gallo - Isola Delle Femmine,70003,70003.2,38.21333,13.33639,NA,NA,NA,15/09/2024,NTZ,dive_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY2401197,SPY2401197,Western Mediterranean,Italy,NA,Capo Gallo - Isola Delle Femmine,70003,70003.2,38.21333,13.33639,NA,NA,NA,15/09/2024,NTZ,dive_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY2401257,SPY2401257,Western Mediterranean,Italy,NA,Capo Gallo - Isola Delle Femmine,70003,70003.3,38.22111,13.32389,NA,NA,NA,15/09/2024,NTZ,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY2401250,SPY2401250,Western Mediterranean,Italy,NA,Capo Gallo - Isola Delle Femmine,70003,70003.3,38.22111,13.32389,NA,NA,NA,15/09/2024,NTZ,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY2401246,SPY2401246,Western Mediterranean,Italy,NA,Capo Gallo - Isola Delle Femmine,70003,70003.3,38.22111,13.32389,NA,NA,NA,15/09/2024,NTZ,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY2401187,SPY2401187,Western Mediterranean,Italy,NA,Capo Gallo - Isola Delle Femmine,70003,70003.3,38.22111,13.32389,NA,NA,NA,15/09/2024,NTZ,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY2402766,SPY2402766,Ionian Sea,Italy,NA,Plemmirio,70004,70004.1,36.96122,15.2558,36.96325,15.26067,NA,12/09/2024,Outside,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY2402764,SPY2402764,Ionian Sea,Italy,NA,Plemmirio,70004,70004.1,36.96122,15.2558,36.96325,15.26067,NA,12/09/2024,Outside,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY2401231,SPY2401231,Ionian Sea,Italy,NA,Plemmirio,70004,70004.1,36.96122,15.2558,36.96325,15.26067,NA,12/09/2024,Outside,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY2401179,SPY2401179,Ionian Sea,Italy,NA,Plemmirio,70004,70004.1,36.96122,15.2558,36.96325,15.26067,NA,12/09/2024,Outside,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY2401188,SPY2401188,Ionian Sea,Italy,NA,Plemmirio,70004,70004.2,36.96827,15.26198,36.97103,15.2647,NA,12/09/2024,Outside,dive_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY2401159,SPY2401159,Ionian Sea,Italy,NA,Plemmirio,70004,70004.2,36.96827,15.26198,36.97103,15.2647,NA,12/09/2024,Outside,dive_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY2402771,SPY2402771,Ionian Sea,Italy,NA,Plemmirio,70004,70004.3,37.00083,15.3348,36.99963,15.33092,NA,13/09/2024,Outside,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY2402756,SPY2402756,Ionian Sea,Italy,NA,Plemmirio,70004,70004.3,37.00083,15.3348,36.99963,15.33092,NA,13/09/2024,Outside,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY2401256,SPY2401256,Ionian Sea,Italy,NA,Plemmirio,70004,70004.3,37.00083,15.3348,36.99963,15.33092,NA,13/09/2024,Outside,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY2401227,SPY2401227,Ionian Sea,Italy,NA,Plemmirio,70004,70004.3,37.00083,15.3348,36.99963,15.33092,NA,13/09/2024,Outside,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY2401169,SPY2401169,Ionian Sea,Italy,NA,Plemmirio,70004,70004.4,37.01333,15.33088,37.00083,15.3348,NA,13/09/2024,Outside,dive_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY232665,SPY232665,Ionian Sea,Italy,NA,Plemmirio,70004,70004.4,37.01333,15.33088,37.00083,15.3348,NA,13/09/2024,Outside,dive_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY234010,SPY234010,Western Mediterranean,Italy,NA,Cala_Spalmatoio,70005,70005.1,42.2518,11.117483,42.250467,11.11575,NA,03/09/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY232277,SPY232277,Western Mediterranean,Italy,NA,Cala_Spalmatoio,70005,70005.1,42.2518,11.117483,42.250467,11.11575,NA,03/09/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY232207,SPY232207,Western Mediterranean,Italy,NA,Cala_Spalmatoio,70005,70005.1,42.2518,11.117483,42.250467,11.11575,NA,03/09/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY232157,SPY232157,Western Mediterranean,Italy,NA,Cala_Spalmatoio,70005,70005.1,42.2518,11.117483,42.250467,11.11575,NA,03/09/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY234014,SPY234014,Western Mediterranean,Italy,NA,Cala_Spalmatoio,70005,70005.2,42.252949,11.115076,NA,NA,NA,03/09/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY234006,SPY234006,Western Mediterranean,Italy,NA,Cala_Spalmatoio,70005,70005.2,42.252949,11.115076,NA,NA,NA,03/09/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY234011,SPY234011,Western Mediterranean,Italy,NA,Cala_Spalmatoio,70005,70005.3,42.26215,11.111683,42.2618,11.112717,NA,03/09/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY234007,SPY234007,Western Mediterranean,Italy,NA,Cala_Spalmatoio,70005,70005.3,42.26215,11.111683,42.2618,11.112717,NA,03/09/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY234000,SPY234000,Western Mediterranean,Italy,NA,Cala_Spalmatoio,70005,70005.3,42.26215,11.111683,42.2618,11.112717,NA,03/09/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY233992,SPY233992,Western Mediterranean,Italy,NA,Cala_Spalmatoio,70005,70005.3,42.26215,11.111683,42.2618,11.112717,NA,03/09/2023,NTZ,dive_transect,15,0.2,15,NA,NA,Med,ActNow
SPYGEN,SPY233999,SPY233999,Western Mediterranean,Italy,NA,Cala_Spalmatoio,70005,70005.4,42.263424,11.110156,42.25336,11.117565,NA,03/09/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY233991,SPY233991,Western Mediterranean,Italy,NA,Cala_Spalmatoio,70005,70005.4,42.263424,11.110156,42.25336,11.117565,NA,03/09/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY233982,SPY233982,Western Mediterranean,Italy,NA,Montecristo,70006,70006.1,42.31603,10.301881,42.315592,10.312782,NA,01/09/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY233976,SPY233976,Western Mediterranean,Italy,NA,Montecristo,70006,70006.1,42.31603,10.301881,42.315592,10.312782,NA,01/09/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY233983,SPY233983,Western Mediterranean,Italy,NA,Montecristo,70006,70006.3,42.328126,10.288623,42.330867,10.289889,NA,01/09/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY233975,SPY233975,Western Mediterranean,Italy,NA,Montecristo,70006,70006.3,42.328126,10.288623,42.330867,10.289889,NA,01/09/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY234003,SPY234003,Western Mediterranean,Italy,NA,Montecristo,70006,70006.4,42.335754,10.291897,NA,NA,NA,01/09/2023,NTZ,dive_motionless,40,0.2,40,NA,NA,Med,ActNow
SPYGEN,SPY233364,SPY233364,Western Mediterranean,Italy,NA,Montecristo,70006,70006.4,42.335754,10.291897,NA,NA,NA,01/09/2023,NTZ,dive_motionless,40,0.2,40,NA,NA,Med,ActNow
SPYGEN,SPY233978,SPY233978,Western Mediterranean,Italy,NA,Montecristo,70006,70006.6,42.346417,10.294133,NA,NA,NA,01/09/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY233977,SPY233977,Western Mediterranean,Italy,NA,Montecristo,70006,70006.6,42.346417,10.294133,NA,NA,NA,01/09/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY233985,SPY233985,Western Mediterranean,Italy,NA,Montecristo,70006,70006.2,42.324641,10.3317,42.321928,10.32285542,NA,02/09/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY233961,SPY233961,Western Mediterranean,Italy,NA,Montecristo,70006,70006.2,42.324641,10.3317,42.321928,10.32285542,NA,02/09/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY234009,SPY234009,Western Mediterranean,Italy,NA,Montecristo,70006,70006.5,42.338664,10.328947,42.335682,10.326688,NA,02/09/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
SPYGEN,SPY233993,SPY233993,Western Mediterranean,Italy,NA,Montecristo,70006,70006.5,42.338664,10.328947,42.335682,10.326688,NA,02/09/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,ActNow
ACTNOW,Blank_Extraction,CY07,Levantine Sea,Cyprus,ma_cy_limass_2023,Amathounta,20001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EVE2373,NA,NA,NA
ACTNOW,Blank_Extraction,CY14,Levantine Sea,Cyprus,ma_cy_capogr_2023,Capo Greco,20002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EVE2388,NA,NA,NA
ACTNOW,Blank_Extraction,CY21,Levantine Sea,Cyprus,ma_cy_akamas_2023,Kakoskali,20003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EVE2380,NA,NA,NA
ACTNOW,Blank_Extraction,GR14,Aegean Sea,Greece,ma_gr_karpat_2024,Voreia Karpathos,30001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EVE2334,NA,NA,NA
ACTNOW,Blank_Extraction,GR07,Aegean Sea,Greece,ma_gr_gyaros_2024,Gyaros,30002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EVE2321,NA,NA,NA
ACTNOW,Blank_Extraction,MA14,Ionian Sea,Malta,ma_mt_amarre_2023,MT0000105,40001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EVE2404,NA,NA,NA
ACTNOW,Blank_Extraction,MA07,Ionian Sea,Malta,ma_mt_amarre_2023,MT0000102,40002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EVE2342,NA,NA,NA
ACTNOW,Blank_Extraction,SP20,Alboran Sea,Spain,ma_es_macego_2023,Maro-Cerro Gordo,50001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EVE2366,NA,NA,NA
ACTNOW,Blank_Extraction,SP22,Alboran Sea,Spain,ma_es_caboga_2023,Cabo de Gata-Nijar,50002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EVE2351,NA,NA,NA
ACTNOW,Blank_Extraction,SP21,Western Mediterranean,Spain,ma_es_cabopa_2023,Cabo de Palos-Islas Hormigas,50003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EVE2358,NA,NA,NA
ACTNOW,Blank_Extraction,IT19,Ionian Sea,Italy,ma_it_2023,Porto Cesareo,70001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EVE2426,NA,NA,NA
ACTNOW,Blank_Extraction,IT20,Ionian Sea,Italy,ma_it_2023,Porto Cesareo,70001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EVE2439,NA,NA,NA
ACTNOW,Blank_Extraction,IT19,Adriatic Sea,Italy,ma_it_2023,Torre Guaceto,70002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EVE2426,NA,NA,NA
ACTNOW,Blank_Extraction,IT20,Adriatic Sea,Italy,ma_it_2023,Torre Guaceto,70002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EVE2439,NA,NA,NA
ACTNOW,Blank_Extraction,CR13,Adriatic Sea,Croatia,ma_hr_2024,Kornati National Park,80001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EVE2308,NA,NA,NA
ACTNOW,Blank_Extraction,CR13,Adriatic Sea,Croatia,ma_hr_2024,Parc Telascica,80002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EVE2308,NA,NA,NA
SPYGEN,SPY232087,SPY232087,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.1.1,42.46188,3.16159,42.46288,3.1613,NA,22/08/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY232088,SPY232088,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.1.2,42.46188,3.16211,42.46247,3.16135,NA,22/08/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY232191,SPY232191,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.1.3,42.46203,3.16193,42.46389,3.16237,NA,05/06/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY232201,SPY232201,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.1.4,42.46249,3.1619,42.46336,3.1623,NA,05/06/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY232204,SPY232204,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.2.1,42.4423,3.17506,42.43988,3.17811,NA,22/08/2023,NTZ/Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY232094,SPY232094,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.2.2,42.44274,3.17445,42.43962,3.17813,NA,22/08/2023,NTZ/Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY232050,SPY232050,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.2.3,42.47399,3.15602,42.47406,3.15818,NA,05/06/2023,NTZ/Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY232190,SPY232190,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.2.4,42.47453,3.15602,42.47782,3.15614,NA,05/06/2023,NTZ/Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY232275,SPY232275,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.2.5,42.48026,3.1466,42.47966,3.14719,NA,22/08/2023,NTZ/Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY232226,SPY232226,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.2.6,42.48056,3.14598,42.479,3.14976,NA,22/08/2023,NTZ/Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY232057,SPY232057,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.3.1,42.43178,3.17455,42.43414,3.1752,NA,05/06/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY232215,SPY232215,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.3.2,42.4337,3.17522,42.43321,3.17539,NA,05/06/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY233979,SPY233979,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.3.3,42.49435,3.13486,42.50048,3.13778,NA,22/08/2023,Buffer,surface_boat_transect,32,0.2,32,NA,NA,Med,AMS
SPYGEN,SPY232238,SPY232238,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.3.4,42.49489,3.1358,42.49815,3.13837,NA,22/08/2023,Buffer,surface_boat_transect,32,0.2,32,NA,NA,Med,AMS
SPYGEN,SPY232198,SPY232198,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.3.5,42.4952,3.13417,42.49619,3.13594,NA,05/06/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY232208,SPY232208,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.3.6,42.49526,3.13455,42.49928,3.13822,NA,05/06/2023,Buffer,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY232193,SPY232193,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.4.1,42.51709,3.1383,42.52439,3.1115,NA,06/06/2023,Buffer/Outside,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY234005,SPY234005,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.4.2,42.521723,3.132772,42.523074,3.10996,NA,21/09/2023,Buffer/Outside,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY233349,SPY233349,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.4.2,42.521723,3.132772,42.523074,3.10996,NA,21/09/2023,Buffer/Outside,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY232192,SPY232192,Western Mediterranean,France,NA,Cerbere_Banyuls,90005,90005.4.3,42.52451,3.11525,42.51714,3.13704,NA,06/06/2023,Buffer/Outside,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY231698,SPY231698,Western Mediterranean,France,NA,RNBB,90006,90006.1.1,41.5252,9.34685,41.54895,9.382333333,NA,11/05/2023,NTZ,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY231697,SPY231697,Western Mediterranean,France,NA,RNBB,90006,90006.1.1,41.5252,9.34685,41.54895,9.382333333,NA,11/05/2023,NTZ,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY231702,SPY231702,Western Mediterranean,France,NA,RNBB,90006,90006.1.2,41.55903333,9.393383333,41.59798333,9.380716667,NA,11/05/2023,NTZ,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY231701,SPY231701,Western Mediterranean,France,NA,RNBB,90006,90006.1.2,41.55903333,9.393383333,41.59798333,9.380716667,NA,11/05/2023,NTZ,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
SPYGEN,SPY232269,SPY232269,Western Mediterranean,France,NA,RNBB,90006,90006.1.3,41.509958,9.384437,41.508951,9.383032,NA,30/08/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY232224,SPY232224,Western Mediterranean,France,NA,RNBB,90006,90006.1.3,41.509958,9.384437,41.508951,9.383032,NA,30/08/2023,NTZ,surface_boat_transect,30,0.2,30,NA,NA,Med,AMS
SPYGEN,SPY231700,SPY231700,Western Mediterranean,France,NA,RNBB,90006,90006.2.1,41.52758333,9.39415,41.55988333,9.39335,NA,11/05/2023,NTZ/Buffer,seabed_transect,60,0.2,60,NA,NA,Med,PIAF
