"lon","lat","avg_sst"
-9.125,40.625,16.587868500277
-9.125,40.875,16.4758739367209
-9.125,41.125,16.2907100036496
-9.125,41.375,16.1307373463782
-9.125,41.625,16.021529705798
-9.125,41.875,15.9503821101996
-9.125,42.125,15.8713657634506
-9.125,42.375,15.706830254018
-9.125,42.625,15.4359286183217
-9.125,42.875,15.2229505054286
-9.125,43.375,15.7714750154422
-9.125,43.625,16.0270761505502
-9.125,43.875,16.1791252907508
-9.125,44.125,16.1471034763941
-9.125,44.375,16.1298083451276
-9.125,44.625,16.1113384225981
-9.125,44.875,16.0731963355685
-9.125,45.125,15.9984423189215
-9.125,45.375,15.921475053485
-9.125,45.625,15.8330324595092
-9.125,45.875,15.7208193403776
-9.125,46.125,15.5969941498803
-9.125,46.375,15.4779231587394
-9.125,46.625,15.3612018673798
-9.125,46.875,15.2597811052708
-8.875,32.875,18.9870215504547
-8.875,33.125,19.6058738791877
-8.875,33.375,20.2884694604926
-8.875,33.625,20.7406278724879
-8.875,33.875,20.8860924413295
-8.875,34.125,20.8274038762994
-8.875,34.375,20.696748196753
-8.875,34.625,20.5532236151356
-8.875,34.875,20.4234967987394
-8.875,35.125,20.3181142911234
-8.875,35.375,20.2449176194238
-8.875,35.625,20.1940979045597
-8.875,35.875,20.1201634485213
-8.875,36.125,19.9693438628984
-8.875,36.375,19.6375132336643
-8.875,36.625,19.0086334780917
-8.875,36.875,18.2353548013447
-8.875,37.125,17.632485949928
-8.875,37.375,17.3430050683152
-8.875,37.625,17.3355187588051
-8.875,37.875,17.4672127655946
-8.875,38.125,17.5283056608315
-8.875,38.375,17.4915023709907
-8.875,40.125,16.3613657456278
-8.875,40.375,16.3608193084842
-8.875,40.625,16.3333602733299
-8.875,40.875,16.1897264100163
-8.875,41.125,15.9074860192387
-8.875,41.375,15.7882782982998
-8.875,41.625,15.7004914648546
-8.875,41.875,15.6635242446524
-8.875,42.125,15.6366116492475
-8.875,42.375,15.6053002284524
-8.875,43.375,15.6474859831763
-8.875,43.625,15.934808387131
-8.875,43.875,16.1715570225742
-8.875,44.125,16.1656553523788
-8.875,44.375,16.1213111043628
-8.875,44.625,16.0977318821058
-8.875,44.875,16.0728684826627
-8.875,45.125,16.0107919974405
-8.875,45.375,15.9328684937107
-8.875,45.625,15.8390160128067
-8.875,45.875,15.7306007400888
-8.875,46.125,15.6113384695001
-8.875,46.375,15.4868576018537
