"scientific_name","rank","species_name","species_name_fishbase","genus_name","genus_name_fishbase","family_name","10001","20001","20002","20003","30001","30002","40001","40002","50001","50002","50003","70001","70002","70003","70004","70005","70006","80001","80002","90004","90005","90006","90007","90008","90009"
"Chauliodus sloani","species","Chauliodus sloani","Chauliodus sloani","Chauliodus","Chauliodus","Stomiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0
"Cheilodipterus","genus",NA,NA,"Cheilodipterus","Cheilodipterus","Apogonidae",0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cheilodipterus novemstriatus","species","Cheilodipterus novemstriatus","Cheilodipterus novemstriatus","Cheilodipterus","Cheilodipterus","Apogonidae",0,0,1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chelon","genus",NA,NA,"Chelon","Chelon","Mugilidae",0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,328,117,0,0,5008,2438
"Chelon auratus","species","Chelon auratus","Chelon auratus","Chelon","Chelon","Mugilidae",449,0,0,0,165,0,227,0,329,985,199,2849,0,0,0,0,0,45,0,11839,2064,0,0,68282,19179
"Chelon labrosus","species","Chelon labrosus","Chelon labrosus","Chelon","Chelon","Mugilidae",171,0,0,0,229,155,64,16,0,0,0,683,50,401,569,0,1474,0,0,4199,23954,0,948,271396,6633
"Chelon ramada","species","Chelon ramada","Chelon ramada","Chelon","Chelon","Mugilidae",231,0,0,0,0,0,0,0,16,0,201,0,0,0,0,0,0,0,0,0,9959,63,0,7539,62344
"Chlorophthalmus agassizi","species","Chlorophthalmus agassizi","Chlorophthalmus agassizi","Chlorophthalmus","Chlorophthalmus","Chlorophthalmidae",13,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,1346,0,0,0,0,0,0,0,0
"Chromis","genus",NA,NA,"Chromis","Chromis","Pomacentridae",0,0,0,0,309,491,142,357,0,0,0,1158,86,12903,13732,36472,69704,44,557,2702,64807,32776,12858,216570,14261
"Chromis chromis","species","Chromis chromis","Chromis chromis","Chromis","Chromis","Pomacentridae",0,2314,13354,17151,97605,76288,18723,88500,0,432,7796,66526,18214,599125,1139644,1885083,2261259,109442,69400,258005,2650717,2287251,444552,3318316,220379
"Citharus linguatula","species","Citharus linguatula","Citharus linguatula","Citharus","Citharus","Citharidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552,373,0,0,0
"Clupea","genus",NA,NA,"Clupea","Clupea","Clupeidae",0,0,0,0,0,0,12452,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coelorinchus","genus",NA,NA,"Coelorinchus","Coelorinchus","Macrouridae",0,0,0,0,0,0,0,0,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congridae","family",NA,NA,NA,NA,"Congridae",0,0,0,0,0,62,695,0,21,525,0,71,39,0,155438,0,0,0,0,789,1127,38538,0,19180,10096
"Corcyrogobius liechtensteini","species","Corcyrogobius liechtensteini","Corcyrogobius liechtensteini","Corcyrogobius","Corcyrogobius","Gobiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,32,1817,0,119,0,0,0,1993,0,0,10,0
"Coris","genus",NA,NA,"Coris","Coris","Labridae",0,25,545,427,0,539,0,0,0,0,0,0,0,357,4913,312,6502,0,0,815,206,4215,0,13710,1395
"Coris julis","species","Coris julis","Coris julis","Coris","Coris","Labridae",0,120,2945,6222,1239,1499,914,560,0,0,415,3343,2701,91899,153446,53749,99106,3167,892,33178,53710,188948,0,377170,155444
"Coryphaena hippurus","species","Coryphaena hippurus","Coryphaena hippurus","Coryphaena","Coryphaena","Coryphaenidae",0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,4,0
"Crystallogobius linearis","species","Crystallogobius linearis","Crystallogobius linearis","Crystallogobius","Crystallogobius","Gobiidae",0,0,0,0,106,0,0,331,0,121,123,0,0,75592,55366,812,87383,0,0,0,0,2288,0,35111,2057
"Ctenogobius boleosoma","species","Ctenogobius boleosoma","Ctenogobius boleosoma","Ctenogobius","Ctenogobius","Gobiidae",0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyclothone","genus",NA,NA,"Cyclothone","Cyclothone","Gonostomatidae",0,0,0,0,31,109,0,343,0,0,0,109,0,0,0,0,0,0,0,435,0,173,0,458,0
"Cyclothone braueri","species","Cyclothone braueri","Cyclothone braueri","Cyclothone","Cyclothone","Gonostomatidae",0,0,0,0,718,311,0,935,0,0,0,886,0,0,0,0,0,0,0,0,108,5136,0,4786,4581
"Dactylopterus volitans","species","Dactylopterus volitans","Dactylopterus volitans","Dactylopterus","Dactylopterus","Dactylopteridae",0,0,0,0,0,0,0,0,0,0,0,0,0,35,4155,0,0,0,0,0,0,0,0,0,0
"Dalophis imberbis","species","Dalophis imberbis","Dalophis imberbis","Dalophis","Dalophis","Ophichthidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0
"Dasyatidae","family",NA,NA,NA,NA,"Dasyatidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5984,0
"Dasyatis","genus",NA,NA,"Dasyatis","Dasyatis","Dasyatidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0
"Dasyatis marmorata","species","Dasyatis marmorata","Dasyatis marmorata","Dasyatis","Dasyatis","Dasyatidae",4298,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dasyatis pastinaca","species","Dasyatis pastinaca","Dasyatis pastinaca","Dasyatis","Dasyatis","Dasyatidae",445,0,20,0,0,0,0,0,0,0,0,13,0,590,159,0,0,0,0,0,0,0,0,11928,0
"Dasyatis tortonesei","species","Dasyatis tortonesei","Dasyatis tortonesei","Dasyatis","Dasyatis","Dasyatidae",0,0,41,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1226,0,8687,0
"Decapterus","genus",NA,NA,"Decapterus","Decapterus","Carangidae",455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deltentosteus","genus",NA,NA,"Deltentosteus","Deltentosteus","Gobiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3887,0,0,0,0,880,0,6481,0
"Deltentosteus collonianus","species","Deltentosteus collonianus","Deltentosteus collonianus","Deltentosteus","Deltentosteus","Gobiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,1542,0,2351,0
"Dentex","genus",NA,NA,"Dentex","Dentex","Sparidae",0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diaphus","genus",NA,NA,"Diaphus","Diaphus","Myctophidae",0,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diaphus holti","species","Diaphus holti","Diaphus holti","Diaphus","Diaphus","Myctophidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668,0,0,0
"Diaphus rafinesquii","species","Diaphus rafinesquii","Diaphus rafinesquii","Diaphus","Diaphus","Myctophidae",0,83,5102,1329,87,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dicentrarchus","genus",NA,NA,"Dicentrarchus","Dicentrarchus","Moronidae",0,0,2502,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,279,265,0,0,1178,0
"Dicentrarchus labrax","species","Dicentrarchus labrax","Dicentrarchus labrax","Dicentrarchus","Dicentrarchus","Moronidae",0,268746,19755,0,49,39,15724,239,21,58277,268541,2476,247,0,0,0,0,24,0,77366,56754,0,0,234687,9766
"Diplodus","genus",NA,NA,"Diplodus","Diplodus","Sparidae",7783,129,1471,4749,5723,1903,27303,2783,2205,1011,833,46487,3295,36858,53847,13394,130777,944,3687,247577,1013721,68869,190842,515544,93728
"Diplodus annularis","species","Diplodus annularis","Diplodus annularis","Diplodus","Diplodus","Sparidae",0,1365,0,157,206,1498,5498,974,0,97,461,2707,260,46438,22928,7545,378,2885,0,28271,44217,109989,50843,603306,10463
"Diplodus cervinus","species","Diplodus cervinus","Diplodus cervinus","Diplodus","Diplodus","Sparidae",1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,0,210
"Diplodus holbrookii","species","Diplodus holbrookii","Diplodus holbrookii","Diplodus","Diplodus","Sparidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0
"Diplodus puntazzo","species","Diplodus puntazzo","Diplodus puntazzo","Diplodus","Diplodus","Sparidae",0,412,0,0,0,0,66,687,0,0,0,8520,953,1446,6870,8192,28578,3274,2145,36781,133840,7596,0,23347,46585
"Diplodus vulgaris","species","Diplodus vulgaris","Diplodus vulgaris","Diplodus","Diplodus","Sparidae",0,143,0,82,353,2213,12960,991,625,36,829,23533,5620,102424,107130,26172,41869,8775,7836,199620,633365,141847,10624,252168,244401
"Dussumieria","genus",NA,NA,"Dussumieria","Dussumieria","Dussumieriidae",1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Echelus myrus","species","Echelus myrus","Echelus myrus","Echelus","Echelus","Ophichthidae",0,0,0,0,0,0,156,113,0,0,0,0,0,188740,0,0,0,0,0,0,0,8751,0,0,0
"Echiichthys vipera","species","Echiichthys vipera","Echiichthys vipera","Echiichthys","Echiichthys","Trachinidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0
"Enchelycore anatina","species","Enchelycore anatina","Enchelycore anatina","Enchelycore","Enchelycore","Muraenidae",0,0,0,964,451,0,0,91,0,0,0,0,0,0,3950,0,0,0,0,0,0,0,0,0,0
"Encrasicholina","genus",NA,NA,"Encrasicholina","Encrasicholina","Engraulidae",779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Encrasicholina punctifer","species","Encrasicholina punctifer","Encrasicholina punctifer","Encrasicholina","Encrasicholina","Engraulidae",28825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Engraulis","genus",NA,NA,"Engraulis","Engraulis","Engraulidae",63663,497,22892,19712,0,11521,6759,36186,11595,1547,4308,341687,211619,10637,5808,20731,100395,7357,54078,1645359,41467,298267,115282,20885,100407
"Engraulis encrasicolus","species","Engraulis encrasicolus","Engraulis encrasicolus","Engraulis","Engraulis","Engraulidae",0,0,0,0,0,118,117,241,0,0,57,16750,14324,0,0,0,50210,253,4824,380,81,5063,1615,303,1642
"Epinephelus","genus",NA,NA,"Epinephelus","Epinephelus","Serranidae",0,0,0,0,0,154,0,0,0,0,0,0,0,0,282,0,940,0,0,0,1472,35,0,0,59
"Epinephelus aeneus","species","Epinephelus aeneus","Epinephelus aeneus","Epinephelus","Epinephelus","Serranidae",12,0,0,0,0,0,0,70,0,0,0,0,0,0,64698,0,0,0,0,0,0,428,0,0,0
"Epinephelus costae","species","Epinephelus costae","Epinephelus costae","Epinephelus","Epinephelus","Serranidae",0,0,0,33,353,11873,0,0,0,0,0,99,0,0,71,0,0,0,0,0,0,175,0,0,0
"Epinephelus marginatus","species","Epinephelus marginatus","Epinephelus marginatus","Epinephelus","Epinephelus","Serranidae",0,0,314,102,1829,1327,0,362,0,0,0,257,0,5013,3221,5002,27297,0,0,0,14499,14418,0,1429,17763
"Equulites klunzingeri","species","Equulites klunzingeri","Equulites klunzingeri","Equulites","Equulites","Leiognathidae",2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Etrumeus","genus",NA,NA,"Etrumeus","Etrumeus","Dussumieriidae",26735,0,462,0,0,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Euthynnus","genus",NA,NA,"Euthynnus","Euthynnus","Scombridae",0,0,0,264,0,348,0,118,467,0,0,562,223,441,0,0,87,66,0,0,0,0,0,0,0
"Euthynnus alletteratus","species","Euthynnus alletteratus","Euthynnus alletteratus","Euthynnus","Euthynnus","Scombridae",27654,21,15488,10386,0,5070,3765,4591,7579,363,43,14052,13659,74355,24131,0,5655,0,8347,67,31,4925,9616,3955,5550
