"scientific_name","rank","species_name","species_name_fishbase","genus_name","genus_name_fishbase","family_name","10001.1","10001.2","10001.3","20001.1","20001.2","20001.3","20002.1","20002.2","20002.3","20003.1","20003.2","20003.3","30001.1","30001.2","30001.3","30002.1","30002.2","30002.3","40001.1","40001.2","40001.3","40002.1","40002.2","40002.3","50001.1","50001.2","50001.3","50002.1","50002.2","50002.3","50003.1","50003.2","50003.3","70001.1.1","70001.1.2","70001.2.1","70001.2.2","70001.3.1","70001.3.2","70002.1","70002.2","70002.3","70003.1","70003.2","70003.3","70004.1","70004.2","70004.3","70004.4","70005.1","70005.2","70005.3","70005.4","70006.1","70006.2","70006.3","70006.4","70006.5","70006.6","80001.1","80001.2","80001.3","80002.1","80002.2","80002.3","90004.1.1","90004.1.2","90004.1.3","90004.1.4","90004.2.1","90004.2.2","90004.3.1","90004.3.2","90005.1.1","90005.1.2","90005.1.3","90005.1.4","90005.2.1","90005.2.2","90005.2.3","90005.2.4","90005.2.5","90005.2.6","90005.3.1","90005.3.2","90005.3.3","90005.3.4","90005.3.5","90005.3.6","90005.4.1","90005.4.2","90005.4.3","90006.1.1","90006.1.2","90006.1.3","90006.2.1","90006.2.2","90006.3.1","90006.3.2","90006.3.3","90006.3.4","90006.4.1","90006.4.2","90006.4.3","90007.1","90007.2.1","90007.2.3","90007.2.4","90008.1.1","90008.1.2.1","90008.1.2.2","90008.1.3","90008.1.4","90008.1.5","90008.2.1","90008.2.2.1","90008.2.2.2","90008.2.3","90008.2.4.1","90008.2.4.2","90008.2.5","90008.2.6.1","90008.2.6.2","90008.3.1","90008.3.2","90008.3.3","90008.3.4","90008.3.5","90008.4.1","90008.4.2","90009.1.1","90009.1.2","90009.2.1","90009.2.2"
"Fistularia commersonii","species","Fistularia commersonii","Fistularia commersonii","Fistularia","Fistularia","Fistulariidae",0,0,0,281,12,19,3534,1515,4126,1116,0,0,1077,433,3623,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fistularia petimba","species","Fistularia petimba","Fistularia petimba","Fistularia","Fistularia","Fistulariidae",0,4259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gadus","genus",NA,NA,"Gadus","Gadus","Gadidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0
"Gaidropsarus mediterraneus","species","Gaidropsarus mediterraneus","Gaidropsarus mediterraneus","Gaidropsarus","Gaidropsarus","Gaidropsaridae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"Gammogobius steinitzi","species","Gammogobius steinitzi","Gammogobius steinitzi","Gammogobius","Gammogobius","Gobiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glaucostegus cemiculus","species","Glaucostegus cemiculus","Glaucostegus cemiculus","Glaucostegus","Glaucostegus","Glaucostegidae",139,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gobius","genus",NA,NA,"Gobius","Gobius","Gobiidae",0,0,0,0,0,0,0,0,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,44,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,415,488,39532,18,18,0,0,1774,46,25,0,8,951,0,36,0,172,0,0,0,13,0,0,0,12,2071,95,0,0,131,147,0,0,0,29,14,0,0,0,57,644,0,1815,28,121,2012,0,0,0,0,0,150,0,0,0,415,399,0,0,0,0,6,242,0,0,0,0,0,0,0,0,0,3013,2515,446,4545,0,838,60,33,53,3912,0,0,0,7847,11,277,0,0,30,0
"Gobius bucchichi","species","Gobius bucchichi","Gobius bucchichi","Gobius","Gobius","Gobiidae",0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,32,0,0,251,0,0,0,0,0,0,0,8539,0,0,1457,0,0,0,5339,1134,18,0,22,0,0,0,15,0,3301,382,0,209,215,2639,0,0,221,0,4,0,0,0,0,16,0,0,1273,126,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,180,1372,1859,666,0,0,0,0,0,0,0,0
"Gobius cobitis","species","Gobius cobitis","Gobius cobitis","Gobius","Gobius","Gobiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Gobius cruentatus","species","Gobius cruentatus","Gobius cruentatus","Gobius","Gobius","Gobiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2417,0,0,0,8551,0,0,0,0,0,0,0,0,0,0,0,844,0,0,1799,0,0,969,0,0,0,0,0,0,2580,0,0,0,0,0,0
"Gobius geniporus","species","Gobius geniporus","Gobius geniporus","Gobius","Gobius","Gobiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4980,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,1537,553,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gobius niger","species","Gobius niger","Gobius niger","Gobius","Gobius","Gobiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,230,423,0,39,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2246,0,0,0,0,0,0,0,0,0,0,92266,3019,0,0,0,0,0,0,795,14707,0
"Gobius paganellus","species","Gobius paganellus","Gobius paganellus","Gobius","Gobius","Gobiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gobius xanthocephalus","species","Gobius xanthocephalus","Gobius xanthocephalus","Gobius","Gobius","Gobiidae",0,0,0,0,28,0,0,0,0,187,0,21,0,0,0,0,0,0,0,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,221,989,0,0,336,0,0,329,3614,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,129,0,253,1108,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,2003,12763,1372,0,0,0,62,0,0,0,0,0,154,0,0,0,0,0,0
"Gymnammodytes","genus",NA,NA,"Gymnammodytes","Gymnammodytes","Ammodytidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,95,0,0,0,0,0,0,49190,32659,0,21241,10927,1063,15895,0,0,0,507,0,0,0,0,0,26762,3103,0,0,4392,32449,33847,44,0,91,0,0,431,0,0,0,0,592,0,20008,0,19046,0,0,0,0
"Gymnammodytes cicerelus","species","Gymnammodytes cicerelus","Gymnammodytes cicerelus","Gymnammodytes","Gymnammodytes","Ammodytidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,807,9929,5420,4585,0,0,0,0,602697,607229,0,565520,24461,252585,353863,0,0,0,78874,0,0,0,0,0,286243,174049,0,0,191931,1422241,373820,9077,1311,0,0,0,6980,5611,0,0,2942,800,36,298540,0,343216,0,1065,0,0
"Gymnammodytes semisquamatus","species","Gymnammodytes semisquamatus","Gymnammodytes semisquamatus","Gymnammodytes","Gymnammodytes","Ammodytidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16922,3164,0,0,0,0,0,0,0,0,0,0,2573,2962,0,0,0,0,0,153,0,0,0,3061,0,0,3192,0,5820,0,0,0,0
"Hemiramphus far","species","Hemiramphus far","Hemiramphus far","Hemiramphus","Hemiramphus","Hemiramphidae",0,0,1400,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herklotsichthys punctatus","species","Herklotsichthys punctatus","Herklotsichthys punctatus","Herklotsichthys","Herklotsichthys","Clupeidae",1093,0,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hexanchus griseus","species","Hexanchus griseus","Hexanchus griseus","Hexanchus","Hexanchus","Hexanchidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Himantura uarnak","species","Himantura uarnak","Himantura uarnak","Himantura","Himantura","Dasyatidae",0,0,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hippocampus guttulatus","species","Hippocampus guttulatus","Hippocampus guttulatus","Hippocampus","Hippocampus","Syngnathidae",0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,19,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jaydia smithi","species","Jaydia smithi","Jaydia smithi","Jaydia","Jaydia","Apogonidae",1407,0,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Katsuwonus pelamis","species","Katsuwonus pelamis","Katsuwonus pelamis","Katsuwonus","Katsuwonus","Scombridae",0,0,0,0,0,0,1665,0,154,83,1208,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Labridae","family",NA,NA,NA,NA,"Labridae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,16,1174,0,164,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Labrus","genus",NA,NA,"Labrus","Labrus","Labridae",0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,20,0,0,0,193,161,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,1384,0,0,505,0,0,0,14442,0,0,0,0,0,0,0,0,0,28,0,0,0,0,896,662,10707,9687,756,2927,2331,1391,0,0,0,0,500,0,0,0,0,2063,0,0,6285,0,2297,1757,0,0,0,38,319,0,0,41677,174,0,0,5811,0,0,838,10207,0,0,0,0,0,0,113728,0,0,1397,10076,11408,19659,0,0,1354,4374,4269,0,2620,229,0,1812,0,126,0,0,24146,0
"Labrus bimaculatus","species","Labrus bimaculatus","Cichlasoma bimaculatum","Labrus","Cichlasoma","Labridae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lagocephalus","genus",NA,NA,"Lagocephalus","Lagocephalus","Tetraodontidae",73,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lagocephalus sceleratus","species","Lagocephalus sceleratus","Lagocephalus sceleratus","Lagocephalus","Lagocephalus","Tetraodontidae",0,0,1181,195,109,0,0,0,658,261,0,3204,46,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lagocephalus suezensis","species","Lagocephalus suezensis","Lagocephalus suezensis","Lagocephalus","Lagocephalus","Tetraodontidae",242,5850,2548,181,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lampanyctus","genus",NA,NA,"Lampanyctus","Lampanyctus","Myctophidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,5523,0,499,0,0,0,0,0,0,61,0,0,1694,11,0,73,0,130,0,137,0,0
"Lampanyctus pusillus","species","Lampanyctus pusillus","Lampanyctus pusillus","Lampanyctus","Lampanyctus","Myctophidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0
"Lebetus","genus",NA,NA,"Lebetus","Lebetus","Gobiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lebetus guilleti","species","Lebetus guilleti","Lebetus guilleti","Lebetus","Lebetus","Gobiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,8880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,896,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lepadogaster","genus",NA,NA,"Lepadogaster","Lepadogaster","Gobiesocidae",0,0,0,0,0,0,0,0,0,0,0,0,120,19,59,75,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1804,0,0,0,0,63,0,0,632,0,0,0,0,0,0,0,0,845,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,69,0,0,0,0,0,0,0,0
"Lepadogaster candolii","species","Lepadogaster candolii","Lepadogaster candolii","Lepadogaster","Lepadogaster","Gobiesocidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2396,0,0,0,0,0,0,0,0,0,697,2730,0,670,0,1267,8339,0,0,0,124,0,0,0,0,0,0,0,177,37,372,0,5670,12,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,14814,0,0,0,0,0,0,0,0,0,0,96,0,0,0,169,69,0,0,0,0,0,0,0,0
"Lepadogaster lepadogaster","species","Lepadogaster lepadogaster","Lepadogaster lepadogaster","Lepadogaster","Lepadogaster","Gobiesocidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,158,4610,756,5985,1841,1339,0,0,0,0,0,0,0,0,0,160,0,0,1039,732,886,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5750,0,0,0,0,0,0,1710,0,2724,189,0,0,0,0,0,0,0,0
"Lepidopus caudatus","species","Lepidopus caudatus","Lepidopus caudatus","Lepidopus","Lepidopus","Trichiuridae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lepidotrigla","genus",NA,NA,"Lepidotrigla","Lepidotrigla","Triglidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2180,603,0,7631,0,6968,0,0,0,32580,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,746,0,0,0,0,0,0,47,0,0,0,0,0,0
"Lesueurigobius","genus",NA,NA,"Lesueurigobius","Lesueurigobius","Gobiidae",0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
