"scientific_name","rank","species_name","species_name_fishbase","genus_name","genus_name_fishbase","family_name","DAR-2023-0067","DAR-2023-0068","DAR-2023-0069","DAR-2023-0142","DAR-2023-0143","DAR-2023-0144","DAR-2023-0145","DAR-2023-0148","DAR-2023-0426","DAR-2023-0427","DAR-2023-0428","DAR-2023-0461","DAR-2023-0470","DAR-2023-0471","DAR-2023-0472","DAR-2023-0473","DAR-2023-0474","DAR-2023-0475","DAR-2023-0901","DAR-2023-0902","DAR-2023-0903","DAR-2023-0904","DAR-2023-0905","DAR-2023-0906","DAR-2023-0907","DAR-2023-0908","DAR-2023-0909","DAR-2023-0910","DAR-2023-0911","DAR-2023-0912","DAR-2023-0913","DAR-2023-0914","DAR-2023-0915","DAR-2023-0916","DAR-2023-0917","DAR-2023-0918","DAR-2023-0920","DAR-2023-0921","DAR-2023-0922","DAR-2023-0923","DAR-2023-0924","DAR-2023-0925","DAR-2023-0942","DAR-2023-0943","DAR-2023-0945","DAR-2023-0946","DAR-2023-0947","DAR-2023-0948","DAR-2023-0949","DAR-2023-0950","DAR-2023-0951","DAR-2023-0952","DAR-2023-0953","DAR-2023-0954","DAR-2023-0955","DAR-2023-0956","DAR-2023-0957","DAR-2023-0958","DAR-2023-0959","DAR-2023-0960","DAR-2023-0961","DAR-2023-0962","DAR-2023-0963","DAR-2023-0964","DAR-2023-0965","DAR-2023-0966","DAR-2024-0281","DAR-2024-0282","DAR-2024-0283","DAR-2024-0284","DAR-2024-0285","DAR-2024-0286","DAR-2024-0320","DAR-2024-0321","DAR-2024-0322","DAR-2024-0323","DAR-2024-0324","DAR-2024-0325","DAR-2024-0326","DAR-2024-0332","DAR-2024-0333","DAR-2024-0334","DAR-2024-0335","DAR-2024-0337","DAR-2024-0338","DAR-2024-0339","DAR-2024-0340","DAR-2024-0341","DAR-2024-0342","DAR-2024-0343","DAR-2024-0344","DAR-2024-0345","DAR-2024-0346","DAR-2024-0347","DAR-2024-0348","DAR-2024-0349","SPY223077","SPY223078","SPY223079","SPY223082","SPY224132","SPY224134","SPY224144","SPY224145","SPY231691","SPY231692","SPY231693","SPY231694","SPY231695","SPY231696","SPY231697","SPY231698","SPY231699","SPY231700","SPY231701","SPY231702","SPY231703","SPY231704","SPY231737","SPY231738","SPY231739","SPY231740","SPY231741","SPY231742","SPY231743","SPY231744","SPY231865","SPY231870","SPY231871","SPY231873","SPY231874","SPY231877","SPY231878","SPY231893","SPY231894","SPY231895","SPY231896","SPY231911","SPY231912","SPY231913","SPY231914","SPY232040","SPY232041","SPY232042","SPY232048","SPY232049","SPY232050","SPY232051","SPY232056","SPY232057","SPY232087","SPY232088","SPY232094","SPY232140","SPY232157","SPY232190","SPY232191","SPY232192","SPY232193","SPY232198","SPY232201","SPY232204","SPY232207","SPY232208","SPY232215","SPY232224","SPY232226","SPY232234","SPY232238","SPY232240","SPY232269","SPY232275","SPY232277","SPY232665","SPY232671","SPY232673","SPY232674","SPY232675","SPY232678","SPY232683","SPY232684","SPY232685","SPY233347","SPY233349","SPY233353","SPY233356","SPY233357","SPY233364","SPY233371","SPY233713","SPY233720","SPY233723","SPY233813","SPY233814","SPY233820","SPY233821","SPY233822","SPY233828","SPY233829","SPY233830","SPY233951","SPY233952","SPY233953","SPY233956","SPY233957","SPY233958","SPY233961","SPY233970","SPY233975","SPY233976","SPY233977","SPY233978","SPY233979","SPY233982","SPY233983","SPY233985","SPY233991","SPY233992","SPY233993","SPY233994","SPY233999","SPY234000","SPY234002","SPY234003","SPY234005","SPY234006","SPY234007","SPY234009","SPY234010","SPY234011","SPY234014","SPY2401159","SPY2401169","SPY2401179","SPY2401187","SPY2401188","SPY2401197","SPY2401227","SPY2401228","SPY2401229","SPY2401231","SPY2401233","SPY2401234","SPY2401240","SPY2401242","SPY2401246","SPY2401247","SPY2401250","SPY2401256","SPY2401257","SPY2402756","SPY2402764","SPY2402766","SPY2402771"
"Scombridae","family",NA,NA,NA,NA,"Scombridae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,115,0,0,0,0
"Scorpaena","genus",NA,NA,"Scorpaena","Scorpaena","Scorpaenidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407,0,0,0,266,3104,0,0,0,0,0,0,0,0,1646,0,0,1593,400,0,0,0,0,0,0,0,0,59,0,0,0,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,110,0,0,146,0,0,0,0,2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,0,1148,0,0,0,0
"Scorpaena notata","species","Scorpaena notata","Scorpaena notata","Scorpaena","Scorpaena","Scorpaenidae",0,0,0,64,69,0,0,0,211,0,299,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,359,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,33,0,0,61,35,0,0,0,0,0,0,0,0,0,0,0,0,53,0,101,32,58,36,0,1795,0,74,0,0,128,0,0,0,0,0,0,0,0,0,0,10317,0,10317,0,0,0,44,0,0,0,0,0,0,0,563,0,0,0,457,0,0,0,1336,0,1638,0,0,0,0,0,0,0,0,0,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3915,0,0,0,0,1154,0,0,0,0,2493,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,19537,0,20813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,0,0,0,0,0,0,0,0,18328,0,18328,0,0,0,0
"Scorpaena porcus","species","Scorpaena porcus","Scorpaena porcus","Scorpaena","Scorpaena","Scorpaenidae",148,0,0,100,0,0,195,0,0,0,0,149,214,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,283,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,266,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,317,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,1773,467,0,0,0,46,0,804,0,732,439,0,0,295,0,0,0,0,0,0,4122,0,0,2592,0,0,99,751,0,0,0,212,0,2535,1301,1449,3220,0,0,813,0,408,0,0,0,0,0,0,0,4861,0,0,310,0,0,0,0,934,0,4758,8340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2913,0,0,1932,0,0,0,0,0,0,0,0,0,0,0,0,4768,0,9391,0,0,13596,0,0,0,0,0,0,0,0,524,6410,0,0,0,0,0,0,210,0,0,0,0,0,1633,1926,0,0,0,0,0,0,2741,0,0,0,0,0,0,0
"Scorpaena scrofa","species","Scorpaena scrofa","Scorpaena scrofa","Scorpaena","Scorpaena","Scorpaenidae",0,0,0,0,0,0,0,0,0,245,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,265,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,55,0,31,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1652,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,106,2884,731,0,0,0,0,0,737,0,0,0,0,0,0,0,0,0,0,0,0,944,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,0,0,0,0,691,0,0,0,0,0,0,0,5756,0,0,0,5756,0,0,0,3964,0,0,0,0,0,0,0,0,0,7955,0,7464,2792,0,0,0,0,0,0,20967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5771,10733,0,5282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scyliorhinus canicula","species","Scyliorhinus canicula","Scyliorhinus canicula","Scyliorhinus","Scyliorhinus","Scyliorhinidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,43,40,0,0,0,0,0,340,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seriola","genus",NA,NA,"Seriola","Seriola","Carangidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seriola dumerili","species","Seriola dumerili","Seriola dumerili","Seriola","Seriola","Carangidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,60,0,0,0,0,650,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,30,0,491,6,0,0,0,0,129,0,0,140,0,476,0,7,963,0,0,0,101,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,43,0,0,0,0,0,0,1842,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serranus","genus",NA,NA,"Serranus","Serranus","Serranidae",0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,91,0,0,0,341,129,0,0,0,29,0,0,0,0,0,0,0,0,0,59,0,46,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,54,1782,2203,3480,395,1605,2275,820,0,721,1229,2359,397,96,352,0,0,95,678,0,2303,0,618,0,1363,1919,0,1415,75,163,5104,4111,0,0,0,460,0,0,658,0,172,0,0,0,176,0,0,0,0,0,359,0,126,0,0,0,603,0,0,0,0,746,0,751,0,0,0,0,2352,871,9,9,6323,871,0,0,726,0,0,0,0,0,0,0,1896,0,2019,32798,152,5200,9866,1691,3336,0,69853,24141,0,0,0,0,20063,1727,0,0,453,0,0,223,0,0,0,0,417,0,0,447,0,0,696,0,244,0,141,0,0,10709,1528,1546,0,0,599,1506,0,1133,2249,0,0,0,0,0,0,0,35012,0,35012,0,0,0,0
"Serranus cabrilla","species","Serranus cabrilla","Serranus cabrilla","Serranus","Serranus","Serranidae",0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,72,0,0,133,0,0,0,36,0,0,0,263,0,0,0,0,237,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,37,36,0,0,0,0,0,0,0,0,0,9042,8610,2894,514,3718,8135,6131,7940,2018,1329,1003,3024,2066,0,620,124,1681,0,898,1007,3045,1685,0,0,0,0,955,0,0,130,592,2156,1190,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,838,0,0,0,0,0,392,0,0,0,0,138,24,551,0,0,197,0,193,1118,3804,3804,69,1118,157,4598,0,0,1229,0,0,0,0,0,0,0,0,35435,0,3339,0,0,0,0,804,8554,0,0,0,0,16120,0,0,0,0,0,0,0,0,0,0,0,18790,0,0,0,0,0,7188,0,0,0,0,939,0,0,2325,296,1899,927,0,0,0,0,0,0,0,0,0,0,927,173,15522,0,15522,0,1899,0,0
"Serranus hepatus","species","Serranus hepatus","Serranus hepatus","Serranus","Serranus","Serranidae",0,0,0,97,0,0,0,0,0,0,15,0,0,0,0,0,72,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4786,8925,1038,0,4581,2823,5342,188,0,0,0,0,0,0,0,145,0,0,0,42,853,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,138,1053,362,1307,0,0,207,0,0,0,9584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17577,7766,0,0,126849,0,0,0,0,0,0,0,7766,0,105184,126849,105184,35924,17577,0,35924
"Serranus scriba","species","Serranus scriba","Serranus scriba","Serranus","Serranus","Serranidae",81,171,99,12,0,70,109,0,0,0,16,35,30,27,56,0,0,500,588,152,0,0,943,550,0,0,0,48,23,0,0,0,356,0,0,0,67,236,363,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,217,62,243,0,14,0,0,0,0,0,0,11,60,0,0,14,0,82,85,78,134,169,214,345,0,0,0,68,0,0,0,0,0,0,13,638,0,546,0,0,0,0,0,0,0,188,0,0,2710,0,2828,2702,0,751,247,324,2999,30,0,328,0,72,125,0,0,0,6841,0,18941,11024,18661,6897,0,0,40211,19457,0,0,1488,2395,0,0,715,0,2943,0,89,12695,2189,0,0,0,1616,0,0,0,0,0,1322,0,360,0,0,0,10720,306,0,1493,15536,0,595,0,33030,0,0,0,0,0,0,0,0,11908,0,0,0,0,0,0,4499,0,261,21910,21845,0,51875,19438,73882,0,0,144836,0,0,0,0,194227,28388,873,0,55171,0,0,0,2146,0,180000,0,0,2082,2131,15475,0,0,201,0,31798,0,10021,0,0,23561,18647,7906,0,0,18719,11239,0,7770,2488,0,0,0,0,0,0,4043,0,0,0,0,0,0,0
"Siganus","genus",NA,NA,"Siganus","Siganus","Siganidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5616,4686,0,7562,3224,2868,2080,5437,0,1030,486,0,719,433,323,2452,13934,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9804,1403,1281,1830,7044,94,6039,10779,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siganus luridus","species","Siganus luridus","Siganus luridus","Siganus","Siganus","Siganidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,1012,0,416,960,0,0,0,0,0,0,0,0,0,0,0,0,275,558,0,1002,232,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sillago","genus",NA,NA,"Sillago","Sillago","Sillaginidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12155,14603,476,15229,6358,10722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solea senegalensis","species","Solea senegalensis","Solea senegalensis","Solea","Solea","Soleidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sparidae","family",NA,NA,NA,NA,"Sparidae",261,0,209,0,0,0,227,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,219,306,42,0,79,0,0,0,0,0,0,40,0,832,572,75,0,69,0,73,0,0,0,0,122,0,0,0,44,0,0,324,138,63,155,0,124,0,0,0,0,0,0,0,0,0,0,221,0,0,0,21,0,48,22,140,0,253,0,0,0,0,0,60,0,0,0,0,364,9204,0,2846,0,0,0,0,0,13644,19111,11761,4054,67838,142624,35819,30828,39644,29814,1917,1884,5252,2253,1619,77,12778,17857,4390,1806,145202,152615,29725,12802,0,6208,4458,0,3633,94843,102506,12676,11156,936,0,0,82,461,0,858,154,210,0,171,0,7901,0,0,0,0,0,2588,0,6205,0,0,0,0,0,0,111,0,0,0,2963,0,0,735,0,585,5053,86519,86519,2185,5053,92547,1602,0,0,0,0,0,0,0,0,0,0,623,2537,5956,15666,9034,3339,4507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9210,7094,0,0,0,0,0,0,0,0,0,609,0,0,7168,3885,9352,0,0,400,347,0,3072,1921,3851,0,1133,551,72931,0,0,0,0,3072,189,0,0,0,0,0,72931,0
"Sparisoma","genus",NA,NA,"Sparisoma","Sparisoma","Labridae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,111,0,0,507,0,0,0,228,0,0,0,0,0,0,76,0,0,0,0,0,0,0
"Sparisoma cretense","species","Sparisoma cretense","Sparisoma cretense","Sparisoma","Sparisoma","Labridae",4571,160,208,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,3034,6504,381,151,824,1510,5602,0,0,333,93,0,0,309,4255,661,417,220,272,0,10640,4238,529,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6401,6995,13398,6257,480,893,0,0,0,0,0,0,1705,1733,6335,19,4674,5842,27,0,27,123,0,0,0,0,0,0,0,0,1156,590,0,162,2789,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,3605,0,0,0,36175,14580,0,0,32341,3727,0,0,17615,0,0,0,0,0,0,13525,0,0,0,0,0,0,0
"Sparus aurata","species","Sparus aurata","Sparus aurata","Sparus","Sparus","Sparidae",566,972,2513,873,184,1250,1969,0,0,0,888,2463,144,144,1974,96,1284,2466,0,0,0,62592,0,714,870,0,66649,62796,59939,75805,0,60314,0,0,1217,0,2159,1367,43857,32205,2759,4609,0,0,1708,2746,0,0,6376,0,0,10231,0,0,27,83,0,0,11573,7125,0,0,0,228,0,0,0,0,26,265,544,601,0,0,0,0,0,0,464,166,489,676,22,567,0,0,27,0,0,515,0,0,0,0,0,0,109035,0,13766,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,171,99,4860,0,424,904,0,0,0,4642,0,14588,13643,17974,3562,0,0,1545,1100,0,0,317,488,4490,4823,12127,11644,13307,5756,0,10468,5982,0,0,0,6504,0,0,20646,3813,0,11645,0,34545,0,0,6983,1264,6522,0,8915,3445,0,8573,0,215,1788,0,0,0,1788,0,568,0,0,3174,0,0,0,0,0,0,0,0,0,9522,6222,16405,2512,7963,0,0,1930,0,0,0,125,768,0,0,0,0,0,0,27330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24819,180,0,0,199,458,0,2094,274,0,0,0,0,0,0,3750,0,0,0,0,0,0,0
"Speleogobius trigloides","species","Speleogobius trigloides","Speleogobius trigloides","Speleogobius","Speleogobius","Gobiidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5036,0,0,0,0,0,0,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
